id,gender,age,country,housing,income,jobs,community,education,environment,civic engagement,health,life_satisfaction,safety,work_life_balance,comments
1fb5af73-ca65-43e2-88c3-9f2fea0faa48,m,15-24,FRA,4,1,1,3,4,1,1,5,4,1,1,
35a0da6a-97cd-499d-9f04-9ef45e046856,f,25-34,AUS,5,5,5,4,4,5,3,5,3,5,5,
7c5beece-9d6a-4b1c-8114-ea3f4e173783,f,35-44,TZA,5,5,5,5,5,5,1,5,5,5,5,
b4d73c72-dcf0-4253-97cf-8ea321ad868e,f,15-24,MLT,3,1,1,1,1,1,1,1,1,1,1,"A Better Life means to me that you have good education, clothes on your back and food on the table. "
207554a7-d6c7-4b77-8f27-64c7a3ec20b2,m,15-24,JPN,1,1,1,1,1,1,1,3,1,1,1,
3c3b9523-4103-42f3-9c3e-60d23a787ebf,f,15-24,FRA,5,3,3,3,3,1,3,5,3,5,3,
3d8056b5-e215-463a-a0c2-84ad82a5acb1,f,15-24,IRN,5,1,1,1,5,1,1,1,5,1,5,safety and good education and happiness 
6bce79e9-1c3a-4323-bc18-b5e242dd3bde,f,25-34,GBR,3,2,3,4,5,5,3,5,5,3,5,
6b6f3ce5-c0bb-4e0e-baa4-ba6394d2414d,m,45-54,JPN,4,3,3,4,3,3,4,5,4,4,4,
f41b334f-4dd2-432a-b43c-8ed6c7275f4e,m,25-34,FRA,5,3,4,4,4,4,4,4,4,4,3,
91fc4e99-25df-4109-9a3d-473108cf9102,f,15-24,USA,3,4,4,5,5,2,1,5,3,5,4,
3882d7e6-1477-49b4-a6d5-14458a4af126,f,15-24,ETH,3,1,1,1,1,1,1,1,1,1,1,
fdbe4762-67e2-4b5b-95a6-d3195ed1f9a1,m,25-34,KOR,3,5,2,5,2,3,2,3,0,1,5,"Emphasize what my country lacks, to try solving those issues."
