id,gender,age,country,housing,income,jobs,community,education,environment,civic engagement,health,life_satisfaction,safety,work_life_balance,comments
36978,m,45-54,CAN,5,5,5,5,5,5,5,5,5,5,5,all 11 eleven topics are important\n
36977,m,15-24,ESP,4,3,5,2,4,3,2,4,5,3,3,"tener un trabajo motivador, que me permita crecer y aprender, algo estimulante, dinamico, un trabajo que me deje tiempo suficiente para pode"
36976,f,35-44,USA,3,3,3,4,4,4,4,4,5,4,4,
36975,m,35-44,USA,3,5,4,3,3,3,5,5,5,0,3,-ability to do as I must and please with satisfaction.
36974,f,35-44,USA,5,5,5,5,5,5,5,5,5,5,5,
36973,m,35-44,CAN,1,5,3,1,3,4,1,4,1,5,1,
36972,f,35-44,FRA,5,5,3,0,5,3,2,2,4,5,3,
36971,m,15-24,ESP,1,4,4,3,4,3,3,5,3,3,3,
36970,m,55-64,ESP,3,3,3,2,4,2,2,4,3,3,4,
36969,m,35-44,ESP,0,0,0,0,0,0,0,0,0,0,0,
36968,m,15-24,USA,3,2,5,5,5,5,3,5,5,5,5,"Less health issues, low crime rate."
36967,m,55-64,USA,3,4,5,1,5,3,1,5,3,4,4,
36966,m,55-64,FRA,5,5,0,0,0,3,0,5,3,3,2,
36965,m,15-24,USA,1,5,1,1,5,1,1,5,5,1,1,
36964,m,35-44,ESP,3,3,4,2,5,5,1,5,3,5,4,
36963,m,35-44,FRA,3,4,3,2,3,2,1,3,3,3,3,
36962,m,35-44,CAN,5,5,5,5,5,5,5,5,5,5,5,
36961,m,35-44,NIC,1,1,1,1,1,1,1,1,1,0,5,
36960,m,35-44,ESP,3,5,5,2,3,2,1,2,2,3,1,
36959,m,25-34,USA,1,1,1,1,1,1,1,1,1,1,1,
36958,m,25-34,USA,4,4,4,1,5,5,3,4,3,5,4,
36957,f,>65,USA,5,5,5,5,5,5,5,5,5,5,5,low crime
36956,m,25-34,TUR,5,5,0,3,3,5,5,5,5,5,0,
36955,m,35-44,DEU,4,3,5,4,5,5,3,5,5,5,5,
36954,m,15-24,USA,2,3,3,2,5,4,2,4,4,4,5,
36953,m,35-44,FRA,4,3,4,1,1,1,1,5,1,5,5,
36952,f,25-34,FRA,2,1,2,3,2,3,2,4,5,2,2,
36951,m,15-24,FRA,2,2,2,5,3,5,5,2,5,2,5,
36950,m,25-34,FRA,3,4,4,3,3,3,2,5,3,5,3,
36949,m,35-44,DEU,5,3,0,1,3,5,1,5,5,5,5,
36948,,,,0,1,1,1,1,1,1,1,1,1,1,
36947,m,35-44,MEX,3,2,5,2,3,3,3,4,4,3,3,Mejorar nivel economico
36946,f,35-44,FRA,5,3,3,1,3,5,2,5,5,4,2,
36945,m,25-34,FRA,0,0,0,0,0,0,0,0,0,0,5,
36944,f,25-34,GUF,3,4,3,3,2,2,1,3,1,2,3,
36943,m,55-64,SGP,2,2,3,3,5,5,4,5,5,5,4,
36942,f,35-44,ESP,4,4,3,2,1,3,2,4,4,3,2,
36941,m,35-44,FRA,3,3,5,2,5,5,1,5,4,3,4,
36940,f,25-34,FRA,5,5,3,3,5,3,3,5,3,3,3,sérénité
36939,f,25-34,GBR,3,2,5,2,3,5,3,5,5,5,5,
36938,m,45-54,FRA,4,4,4,4,4,1,4,4,4,4,5,
36937,f,45-54,ESP,3,3,5,5,5,5,4,5,5,5,5,
36936,m,35-44,FRA,3,3,3,2,2,4,2,3,3,4,1,
36935,m,35-44,MAR,3,3,2,5,5,4,4,5,4,1,5,
36934,f,25-34,FRA,3,3,4,5,3,5,2,3,3,3,5,
36933,f,25-34,DNK,3,4,4,3,5,3,2,4,5,4,4,
36932,m,45-54,FRA,4,2,1,1,1,1,1,5,5,5,1,
36931,m,15-24,ECU,0,4,5,5,5,5,5,5,5,5,5,
36930,f,35-44,FRA,4,4,5,2,3,5,5,5,5,5,5,
36929,f,15-24,FRA,4,4,5,3,3,5,2,5,5,5,5,
36928,m,25-34,FRA,3,2,3,3,3,5,2,3,4,2,5,
36927,f,25-34,USA,2,2,2,5,5,3,3,3,4,4,4,
36926,f,35-44,FRA,3,3,3,3,3,3,3,4,3,3,3,
36925,m,35-44,ESP,3,5,3,3,3,3,2,5,2,5,2,
36924,m,25-34,ITA,5,5,5,1,5,5,1,5,5,5,5,
36923,f,15-24,TUR,5,5,5,5,5,5,5,5,5,5,5,
36922,f,15-24,FRA,3,5,5,5,3,1,3,5,5,5,3,
36921,m,35-44,MEX,5,5,5,3,4,3,2,5,5,5,5,
36920,m,15-24,FRA,4,3,2,5,3,2,2,4,4,4,4,cela
36919,m,>65,VNM,2,1,1,1,1,3,1,4,4,5,1,
36918,m,45-54,FRA,4,3,3,2,2,3,3,4,4,5,2,
36917,m,25-34,CHE,3,5,5,3,4,4,2,2,2,5,5,
36916,m,>65,USA,1,1,1,3,1,4,1,5,5,5,1,
36915,m,25-34,FRA,5,3,5,5,3,4,2,5,5,3,5,
36914,m,35-44,FRA,5,5,5,5,5,5,5,5,5,5,5,
36913,f,35-44,FRA,3,3,4,4,3,1,1,4,4,3,4,epanouissement au travail et mixité social
36912,m,55-64,ITA,3,3,4,4,5,5,5,5,3,3,4,civic engagement
36911,m,15-24,FRA,4,3,4,5,5,5,4,4,4,3,3,
36910,m,55-64,FRA,2,3,0,2,0,3,3,2,1,3,1,
36909,m,15-24,FRA,5,5,5,2,5,3,2,5,2,5,4,
36908,m,35-44,FRA,4,0,3,2,1,3,3,5,4,4,1,
36907,f,25-34,MEX,4,4,4,4,5,5,4,5,5,5,5,Seguridad
36906,m,35-44,FRA,5,2,2,3,1,1,1,3,2,1,4,etre en bonne santé
36905,f,35-44,FRA,3,3,3,3,1,4,1,3,4,3,4,
36904,m,25-34,LBN,2,5,5,1,5,2,1,5,5,5,3,
36903,m,55-64,BEL,4,2,1,2,3,5,2,4,3,3,1,
36902,f,45-54,ARG,3,3,2,3,4,2,4,4,3,2,1,Have a good job and the possibility to change jobs. and have a balance bewteen work life and free time.
36901,m,25-34,ESP,3,5,5,3,4,4,2,3,4,3,3,
36900,f,25-34,FRA,4,5,5,3,3,3,3,4,3,3,4,
36899,m,25-34,FRA,4,5,5,5,2,5,4,5,5,4,4,
36898,m,55-64,FRA,2,1,1,1,1,2,1,3,4,1,1,
36897,m,25-34,FRA,2,4,4,3,4,3,3,3,3,3,3,
36896,f,45-54,FRA,4,4,3,3,2,3,2,4,4,2,1,
36895,m,35-44,ESP,5,5,5,5,5,5,5,5,5,5,5,"The best education, good life satisfaction, safety and work-life balance. "
36894,m,25-34,FRA,3,4,3,3,3,2,1,3,3,4,4,
36893,f,15-24,FRA,2,3,3,3,4,3,1,4,3,2,3,
36892,m,35-44,ESP,3,1,1,1,3,3,1,3,3,5,1,
36891,m,25-34,DZA,5,5,5,5,5,5,5,5,5,5,5,
36890,f,15-24,FRA,5,5,5,5,5,5,3,5,5,5,5,
36889,f,25-34,FRA,3,3,4,1,3,1,1,3,4,3,4,
36888,f,55-64,FRA,4,4,4,3,3,3,2,3,3,3,4,
36887,m,15-24,ESP,3,3,4,2,2,3,3,3,5,2,5,
36886,m,15-24,ESP,2,5,3,2,3,0,1,3,3,2,5,
36885,m,55-64,FRA,2,3,4,1,3,3,0,3,3,5,4,"vivre dans une nation équilibrée aux citoyens responsables de leurs actes - en respectant autrui et la nature, c'est la satisfaction de voi"
36884,f,35-44,USA,2,3,2,3,3,2,2,4,4,4,3,
36883,m,25-34,FRA,5,5,5,5,5,5,5,5,5,5,5,
36882,m,45-54,ESP,1,3,3,2,4,1,3,3,5,2,3,
36881,m,35-44,CHL,4,4,3,2,1,1,3,2,1,1,1,
36880,m,25-34,FRA,5,5,3,2,3,3,1,5,3,3,5,
36879,f,35-44,FRA,5,4,5,3,5,5,1,5,4,4,4,
36878,m,35-44,TWN,2,3,4,3,5,3,2,3,5,3,5,
36877,f,25-34,FRA,5,5,5,3,5,4,1,5,1,3,3,
36876,m,55-64,DZA,5,3,3,3,3,3,3,4,4,4,4,
36875,m,25-34,HUN,1,5,1,1,5,5,1,5,5,1,1,
36874,m,25-34,FRA,5,1,5,1,5,5,1,5,5,5,1,
36873,m,45-54,USA,4,3,3,2,4,4,2,5,4,2,2,
36872,m,35-44,MOZ,5,1,1,1,1,1,1,5,0,1,1,
36871,m,55-64,CAN,4,4,5,3,5,5,3,5,4,5,3,
36870,m,35-44,FRA,2,3,2,4,3,4,2,3,3,2,3,
36869,m,45-54,MEX,3,3,2,3,2,2,2,2,2,2,2,
36868,f,25-34,FRA,3,3,3,2,4,3,1,4,4,3,3,
36867,m,35-44,ESP,3,3,4,3,2,3,3,4,3,4,4,
36866,f,25-34,FRA,5,5,5,4,5,5,5,5,5,5,5,
36865,f,15-24,DNK,2,2,2,2,3,4,1,4,3,4,3,
36864,f,25-34,FRA,5,5,5,2,5,2,2,5,5,5,5,
36863,f,25-34,ESP,3,3,3,5,5,5,5,5,5,5,5,
36862,f,25-34,FRA,3,3,3,5,5,5,4,3,5,2,4,
36861,m,35-44,FRA,2,2,2,3,4,3,2,4,2,4,3,
36860,m,25-34,DZA,2,3,3,3,5,5,5,4,4,4,4,
36859,m,>65,FRA,5,3,2,3,3,5,3,4,3,5,3,
36858,m,45-54,THA,5,5,5,5,5,5,5,5,5,5,5,
36857,f,25-34,FRA,5,1,5,1,5,1,1,1,1,1,1,
36856,m,35-44,FRA,4,5,3,2,5,2,1,4,1,3,3,
36855,m,45-54,CHE,1,1,1,1,1,5,1,3,3,3,1,
36854,m,55-64,FRA,5,1,1,5,1,5,3,5,4,4,1,
36853,m,25-34,FRA,5,4,5,3,5,5,3,5,5,5,5,
36852,m,25-34,IND,4,5,4,2,2,3,0,3,3,5,4,
36851,m,25-34,FRA,4,2,3,3,4,5,3,4,5,4,5,
36850,m,25-34,ESP,3,1,3,4,3,4,1,3,5,3,5,
36849,f,35-44,FRA,5,3,5,5,5,5,5,5,3,5,4,
36848,f,25-34,FRA,3,5,5,5,3,3,1,4,5,5,4,
36847,f,55-64,FRA,5,5,1,1,1,5,1,5,5,5,1,
36846,m,55-64,USA,4,3,3,4,3,3,4,5,5,4,5,Caring for God and His people.  The outworking of His will for the benefit of all that are faithful to Him.
36845,f,35-44,FRA,5,4,4,2,2,3,2,3,4,5,5,
36844,m,45-54,THA,3,4,3,1,1,1,2,3,3,3,4,
36843,m,35-44,ESP,0,2,0,1,1,1,1,0,1,5,1,Ser feliz y disfrutar de mi tiempo
36842,m,>65,FRA,4,2,2,4,3,4,3,4,3,5,2,
36841,m,25-34,FRA,5,5,5,5,5,2,1,2,5,5,5,
36840,m,25-34,FRA,3,3,4,2,4,4,3,4,3,4,3,
36839,f,15-24,FRA,4,5,5,3,1,2,1,5,4,1,2,
36838,m,35-44,IRN,5,5,5,5,5,5,5,5,5,5,5,
36837,m,35-44,RUS,3,3,3,5,4,4,4,4,3,4,3,
36836,f,45-54,FRA,4,4,4,1,4,0,0,4,1,4,5,
36835,m,25-34,CHE,3,3,3,3,1,1,1,3,3,4,3,
36834,f,35-44,FRA,5,5,5,4,3,5,5,5,5,5,5,
36833,m,25-34,IRL,5,5,5,4,5,3,3,5,5,5,5,
36831,m,15-24,FRA,4,4,5,1,1,2,1,1,2,3,1,
36832,m,25-34,IRL,5,5,5,4,5,3,3,5,5,5,5,
36830,m,45-54,FRA,5,5,1,1,5,5,1,5,5,5,0,
36829,m,>65,FRA,1,1,1,1,1,1,1,1,1,1,1,
36828,m,45-54,ARG,3,3,3,3,3,3,3,3,3,3,3,vivienda y trabajo
36827,f,25-34,FRA,2,3,3,2,3,2,2,3,3,3,4,
36826,f,25-34,FRA,4,5,3,2,4,4,2,5,5,5,5,
36825,f,35-44,CAN,4,4,5,3,5,3,3,4,5,4,5,Équilibre vie de famille etvtravail
36824,f,25-34,FRA,3,4,2,4,5,3,3,5,2,5,5,
36823,m,25-34,FRA,5,1,1,1,1,5,1,1,1,1,5,
36822,f,35-44,FRA,5,5,5,5,5,5,1,5,1,5,1,
36821,m,35-44,FRA,5,5,5,3,1,4,1,5,4,5,5,
36820,f,25-34,FRA,5,5,5,0,0,0,0,0,5,0,5,
36819,m,25-34,FRA,2,5,2,0,2,5,2,2,2,5,5,
36818,f,35-44,FRA,5,5,5,5,1,5,1,5,5,5,5,"revenu, environnement, santé, logement, emploi, équilibre travail-vie"
36817,m,15-24,HTI,4,3,2,1,5,2,2,5,2,2,2,
36816,f,25-34,FRA,4,4,4,5,3,3,1,3,4,5,5,
36815,f,15-24,FRA,3,4,3,1,1,2,4,3,3,1,1,
36814,f,25-34,ESP,3,3,5,4,4,2,1,5,4,3,4,"Significa tener un buen balance entre ingresos, trabajo, salud y satisfacción"
36813,f,25-34,FRA,4,5,5,3,5,4,4,4,1,5,5,
36812,m,25-34,FRA,3,3,2,2,3,2,2,2,2,5,2,
36811,m,25-34,FRA,4,3,3,3,3,3,2,3,3,3,3,
36810,m,35-44,CAN,5,1,5,5,5,5,1,5,5,5,5,
36809,m,35-44,FRA,2,2,4,2,3,4,1,3,2,4,3,
36808,f,45-54,FRA,3,3,3,1,4,1,3,2,1,1,2,
36807,m,25-34,DEU,2,4,4,4,3,4,2,3,3,4,4,
36806,m,35-44,ESP,5,5,5,3,5,4,3,4,3,4,3,
36805,m,25-34,FRA,5,5,5,4,1,1,1,3,1,3,3,
36804,f,35-44,FRA,5,5,5,5,1,1,1,5,5,1,1,politique au ras le sol
36803,m,35-44,FRA,5,5,5,5,5,5,4,5,5,5,5,
36802,f,35-44,FRA,3,5,5,2,3,3,1,4,2,5,2,
36801,m,25-34,ESP,5,4,5,1,5,1,1,5,1,3,4,
36800,m,>65,DEU,5,5,5,5,5,5,5,1,3,5,4,
36799,f,25-34,FRA,3,2,4,2,4,3,2,3,2,3,5,
36798,m,35-44,FRA,1,4,3,1,1,3,1,3,1,3,3,
36797,f,45-54,ESP,2,2,2,2,5,2,2,5,1,1,1,"Vivir sin prohibiciones, en europa hay una horrible tendencia prohibicionista e intolerante . Se nos pide que seamos todos iguales y eso es "
36796,m,>65,FRA,4,1,1,1,1,4,1,4,1,5,1,
36795,m,>65,ARE,5,5,5,5,5,5,5,5,5,5,5,
36794,f,25-34,HUN,4,4,2,4,2,4,3,4,4,4,4,green environment\npublic safety\nhealth
36793,f,25-34,FRA,3,2,3,2,3,2,1,4,4,3,3,
36792,m,25-34,MEX,0,0,0,0,0,0,0,0,0,0,5,
36791,m,35-44,FRA,2,4,4,2,3,5,2,3,3,5,3,
36790,f,45-54,FRA,4,3,1,3,1,3,1,2,2,3,1,Ne pas travailler
36789,m,35-44,FRA,5,3,3,4,5,4,4,5,4,3,4,
36788,f,35-44,FRA,3,5,3,2,4,1,1,4,4,4,3,
36787,f,35-44,ESP,5,5,5,5,5,5,5,5,5,5,5,
36786,m,35-44,USA,3,1,1,1,1,3,1,2,1,3,1,
36785,f,25-34,FRA,3,4,4,4,1,3,1,3,3,3,4,
36784,m,45-54,ESP,5,1,1,3,5,3,1,4,3,5,1,
36783,m,25-34,ESP,2,1,3,5,5,5,5,2,5,2,3,"Less discrimination and inquality. More ontat with nature, less pollution and less capitalism"
36782,f,>65,CHE,1,1,1,1,1,1,1,1,1,1,1,finance saine
36781,m,25-34,FRA,3,5,3,3,4,4,3,3,3,3,3,
36780,m,35-44,ESP,1,5,5,5,5,1,5,1,5,5,1,
36779,f,25-34,FRA,4,4,5,5,2,4,1,4,5,2,5,avoir du temps pour soi et ses amis\ngagner sa vie correstement pour pouvoir vivre normalement et voyager\navoir moins de stress
36778,f,25-34,FRA,5,5,5,1,1,5,5,5,1,5,5,
36777,m,55-64,FRA,4,2,1,5,3,4,4,5,3,5,1,
36776,f,25-34,BEL,2,2,2,4,4,4,3,4,4,3,3,
36775,m,25-34,FRA,5,5,5,5,5,5,5,5,5,5,5,
36774,m,55-64,AUT,4,3,3,3,4,3,2,4,4,4,3,
36773,m,45-54,FRA,2,3,2,3,2,4,1,2,3,2,3,un très bon revenu dans un beau cadre avec des liens sociaux
36772,m,35-44,FRA,1,4,3,5,4,5,4,4,5,3,5,
36771,m,35-44,FRA,3,5,5,2,3,2,2,3,2,5,2,
36770,m,35-44,FRA,5,5,5,5,5,5,0,5,5,5,0,
36769,f,25-34,BGR,2,3,5,1,3,1,3,3,3,4,3,Safety and peace of mind. Plenty of jobs with a work life balance
36768,m,15-24,FRA,5,5,1,5,0,5,0,5,0,5,5,Un emploi stable avec un revenu intéressant et un logement spacieux 
36767,m,45-54,ESP,3,3,3,4,4,3,2,5,4,5,3,
36766,m,35-44,FRA,2,3,4,5,4,1,1,2,4,1,1,
36765,m,>65,USA,2,5,4,1,5,1,1,5,5,3,1,
36764,f,15-24,FRA,5,5,5,5,5,5,5,5,5,5,5,
36763,f,25-34,FRA,4,4,4,5,4,4,3,5,5,5,4,
36762,m,45-54,ESP,0,3,5,0,0,0,0,5,0,0,0,
36761,m,55-64,FRA,3,1,1,2,0,2,1,2,2,3,1,
36760,m,35-44,FRA,3,3,4,4,3,3,2,3,3,5,3,
36759,f,25-34,GBR,2,1,3,5,5,3,1,4,4,3,5,
36758,f,25-34,FRA,3,2,3,2,2,4,4,3,2,2,3,
36757,m,25-34,FRA,4,5,5,4,4,4,4,4,4,4,4,
36756,f,15-24,FRA,5,5,5,1,1,1,1,5,5,2,1,
36755,f,25-34,FRA,4,4,4,5,3,2,2,3,5,4,5,
36754,f,55-64,FRA,4,5,1,1,1,5,1,5,1,5,1,
36753,m,>65,FRA,5,5,5,3,5,3,3,5,5,4,3,
